id,university_name,university_type,website,country_id
393,"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha",Central University,www.hindivishwa.org,99
394,"Mahatma Phule Krishi Vidyapeeth, Rahuri",State Public University,www.mpkv.ac.in,99
395,"Marathwada Agricultural University, Parbhani",State Public University,www.mkv.ac.in,99
396,"Mgm Institute Of Health Sciences, Navi Mumbai",Deemed University-Private,www.mgmuhs.com,99
397,Mumbai University Mumbai,State Public University,www.mu.ac.in,99
398,"Narsee Monjee Institute Of Management Studies, Mumbai",Deemed University-Private,www.nmims.edu,99
399,"North Maharashtra University, Jalgaon",State Public University,www.nmu.ac.in,99
400,"Padmashree Dr. D. Y. Patil Vidyapeeth, , Mumbai",Deemed University-Private,www.dypatil.in,99
401,"Pravara Institute Of Medical Sciences, Ahmednagar",Deemed University-Private,www.pravara.com,99
402,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",State Public University,http://www.nagpuruniversity.org/index.htm,99
403,"Sant Gadge Baba Amravati University, Amravati",State Public University,www.sgbau.ac.in,99
404,Savitribai Phule Pune University,State Public University,www.unipune.ac.in,99
405,"Shivaji University, Kolhapur",State Public University,www.unishivaji.ac.in,99
406,"Smt. Nathibai Damodar Thackersey Women's University, Mumbai",State Public University,www.sndt.ac.in,99
407,"Solapur University, Solapur",State Public University,http://su.digitaluniversity.ac,99
408,"Swami Ramanand Teerth Marathwada University, Nanded",State Public University,www.srtmun.ac.in,99
409,"Symbiosis International University, Pune",Deemed University-Private,www.siu.edu.in,99
410,"Tata Institute Of Fundamental Research, Mumbai",Deemed University-Government,www.tifr.res.in,99
411,"Tata Institute Of Social Sciences, Mumbai",Deemed University-Government Aided,www.tiss.edu,99
412,"Tilak Maharashtra Vidyapeeth, Pune",Deemed University-Government Aided,www.tmv.edu.in,99
413,"Visvesvaraya National Institute Of Technology, Nagpur",Institute of National Importance,www.vnit.ac.in,99
414,Yashwant Rao Chavan Maharashtra Open University,State Open University,http://ycmou.digitaluniversity.ac,99
415,"Central Agricultural University, Imphal",Central University,www.cau.org.in,99
416,"Manipur University, Imphal",Central University,www.manipuruniv.ac.in,99
417,National Institute Of Technology Manipur,Institute of National Importance,www.nitmanipur.ac.in,99
418,"Cmj University, Shillong",State Private University,,99
419,"Institute Of Chartered Financial Analysts Of India University, Meghalaya",State Private University,www.iumeghalaya.edu.in,99
420,"Mahatma Gandhi University, Tura, West Garo Hills",State Private University,www.mgu.edu.in,99
421,"Martin Luther Christian University, Shillong",State Private University,www.mlcuniv.in,99
422,National Institute Of Technology Meghalaya,Institute of National Importance,www.nitm.ac.in,99
423,"North Eastern Hill University, Shillong",Central University,www.nehu.ac.in,99
424,"Techno Global University, Shillong",State Private University,,99
425,University Of Science And Technology,State Private University,www.ustm.ac.in,99
426,"University Of Technology & Management, Shillong",State Private University,http://www.utm.ac.in,99
427,"William Carey University, Shillong",State Private University,www.wcu.co.in,99
428,"Institute Of Chartered Financial Analysts Of India University, Aizawl",State Private University,www.iumizoram.edu.in,99
429,"Mizoram University, Aizwal",Central University,www.mzu.edu.in,99
430,National Institute Of Technology Mizoram,Institute of National Importance,www.nitmz.ac.in,99
431,Nagaland University,Central University,www.nagalanduniversity.ac.in,99
432,National Institute Of Technology Nagaland,Institute of National Importance,www.nitnagaland.ac.in,99
433,"The Global Open University Nagaland, Dimapur",State Private University,www.nagaland.net.in,99
434,"The Institute Of Chartered Financial Analysts Of India University, Dimapur",State Private University,www.iunagaland.edu.in,99
435,"All India Institute Of Medical Sciences, Bhubaneswar",Institute of National Importance,www.aiimsbhubaneswar.edu.in,99
436,"Berhampur University, Berhampur",State Public University,www.buodisha.edu.in,99
437,"Biju Patnaik University Of Technology, Rourkela",State Public University,www.bput.ac.in,99
438,"Central University Of Orissa, Koraput",Central University,www.cuo.ac.in,99
439,Centurion University Of Technology And Management,State Private University,www.cutm.ac.in,99
440,"Fakir Mohan University, Balasore",State Public University,www.fmuniversity.nic.in,99
441,"Indian Institute Of Technology, Bhubaneshwar",Institute of National Importance,www.iitbbs.ac.in,99
442,"Kalinga Institute Of Industrial Technology, Bhubaneswar",Deemed University-Private,www.kiit.ac.in,99
443,"National Institute Of Technology, Rourkela",Institute of National Importance,www.nitrkl.ac.in,99
444,"National Law University, Cuttuck",State Public University,www.nluo.ac.in,99
445,"North Orissa University, Mayurbhanj",State Public University,www.No(0)u.nic.in,99
446,"Orissa University Of Agriculture & Technology, Bhubaneswar",State Public University,http://ouat.ac.in,99
447,"Ravenshaw University, Cuttak",State Public University,www.ravenshawunivesity .ac.in,99
448,"Sambalpur University, Sambalpur",State Public University,www.suniv.ac.in,99
449,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",State Public University,www.sjsv.nic.in,99
450,Siksha 'O' Anusandhan University,Deemed University-Private,www.soauniversity.ac.in,99
451,Sri Sri University,State Private University,www.srisriuniversity.edu.in,99
452,"Utkal University Of Culture, Bhubaneswar",State Public University,www.uuc.ac.in,99
453,"Utkal University, Bhubaneswar",State Public University,www.utkal_university.org,99
454,"Veer Surendra Sai University Of Technology, Sambalpur",State Public University,www.vssut.ac.in,99
455,"Xavier University, Bhubaneswar",State Private University,www.xub.edu.in,99
456,"Jawaharlal Institute Of Post Graduate Medical Education & Research, Puducherry",Institute of National Importance,www.jipmer.edu.in,99
457,National Institute Of Technology Puducherry,Institute of National Importance,www.nitpy.ac.in,99
458,"Pondicherry Univeristy, Puducherry",Central University,www.pondiuni.edu.in,99
459,"Sri Balajai Vidyapeeth Mahatma Gandhi Medical College, Puducherry",Deemed University-Private,sbvu.ac.in,99
460,Adesh University,State Private University,adeshuniversity.ac.in,99
461,"Baba Farid University Of Health & Medical Sciences, Faridkot",State Public University,www.bfuhs.ac.in,99
462,"Central University Of Punjab, Bathhinda",Central University,www.cup.ac.in,99
463,Chandigarh University,State Private University,www.chandigarhuniversity.ac.in,99
464,"Chitkara University, Patiala",State Private University,www.chitkara.edu.in,99
465,Desh Bhagat University,State Private University,www.deshbahagatuniversity.in,99
466,"Dr. B. R. Ambedkar National Institute Of Technology, Jalandhar",Institute of National Importance,www.nitj.ac.in,99
467,"Guru Angad Dev Veterinary & Animal Sciences University, Ludhiana",State Public University,www.gadvasu.in,99
468,Guru Kashi University,State Private University,www.gurukashiuniversity.in,99
469,"Guru Nanak Dev University, Amritsar",State Public University,www.gndu.ac.in,99
470,Guru Ravidas Ayurved University,State Public University,graupunjab.org,99
471,"Indian Institute Of Science Education & Research (Iiser), Mohali",Institute of National Importance,www.iisermohali.ac.in,99
472,"Indian Institute Of Technology, Ropar",Institute of National Importance,www.iitrpr.ac.in,99
473,"Lovely Professional University, Jullunder",State Private University,www.lpu.in,99
474,"National Institute Of Pharmaceutical, Educational And Research, Mohali",Institute of National Importance,www.niper.gov.in,99
475,"Punjab Agricultural University, Ludhiana",State Public University,www.pau.edu,99
476,"Punjab Technical University, Jalandhar",State Public University,www.ptu.ac.in,99
477,"Punjabi University, Patiala",State Public University,www.punjabiuniversity.ac.in,99
478,"Sant Longowal Institute Of Engg. & Tech., Longowal",Deemed University-Government,www.sliet.ac.in,99
479,"Sri Guru Granth Sahib World University, Fatehgarh Sahib",State Private University,www.sggswu.org,99
480,"Thapar Institute Of Engineering And Technology, Patiala",Deemed University-Private,www.thapar.edu,99
481,"The Rajiv Gandhi National University Of Law, Patiala",State Public University,www.rgnul.ac.in,99
482,"Agriculture University, Jodhpur",State Public University,,99
483,"Agriculture University, Kota",State Public University,,99
484,"All India Institute Of Medical Sciences, Jodhpur",Institute of National Importance,,99
485,"Amity University, Jaipur,",State Private University,www.amity.edu/jaipur,99
486,Banasthali Vidyapith,Deemed University-Private,www.banasthali.org,99
487,"Bhagwant University, Ajmer",State Private University,www.bhagwantuniversity.com,99
488,"Birla Institute Of Technology & Sciences, Pilani",Deemed University-Private,www.bits-pilani.ac.in,99
489,"Central University Of Rajasthan, Jaipur",Central University,www.curaj.ac.in,99
490,"Dr K N Modi University, Tonk",State Private University,www.dknmu.org,99
491,"Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur",State Public University,www.raujodhpur.org,99
492,Geetanjali University,State Private University,www.geetangaliuniversity.com,99
493,Haridev Joshi University Of Journalism And Mass Communication,State Public University,www.hjuj.ac.in,99
